2714	Herb and Mustard Turkey with Green Onion Gravy	NoDescription	For herb and mustard butter: Whisk all ingredients in medium bowl. DO AHEAD: Can be made 2 days ahead. Cover and chill. Bring to room temperature before using.	3
2715	Pancetta-Sage Turkey with Pancetta-Sage Gravy	Salty Italian bacon flavors both the turkey and the gravy. Does it get any better?	For pancetta-sage butter: With machine running, drop garlic down feed tube of processor and chop. Add pancetta. Pulse to chop finely. Add all remaining ingredients. Pulse blending to coarse paste. Transfer to small bowl. DO AHEAD: Can be made 2 days ahead. Cover and chill. Bring to room temperature before using.	6
2716	Lemon-Herb Turkey with Lemon-Garlic Gravy	This gets a delicious lift from lemon in the butter, in the gravy, and under the skin, plus a shortcut for "preserved" lemons.	For lemon-herb butter: Make 4 long 1/2-inch-deep cuts in lemon. Place in microwave-safe bowl. Cover and microwave on high 2 minutes. Place garlic head in medium microwave-safe bowl; add enough water to cover garlic. Cover bowl and microwave on high until soft, about 3 minutes. Transfer garlic to work surface; cool and peel.@newline@Pour any lemon juice from bowl into small cup. Cut lemon in half and squeeze juice into same cup; reserve juice for gravy. Scrape all fruit and pith from inside peel halves; discard insides. Chop peel. Blend peel and garlic in mini processor until finely chopped. Add butter and all remaining ingredients; process to blend. DO AHEAD: Can be made 2 days ahead. Transfer to bowl. Cover lemon juice and lemon-herb butter separately; chill. Bring butter to room temperature before using. WELL PRESERVED: The microwave method for the lemon is a neat trick. It's a two-minute way to make fresh-tasting Moroccan-style "preserved" lemons (which usually take from one week to one month to cure). TEST-KITCHEN TIP: Fennel fronds, those delicate, feathery, dark-green leaves rising from the fresh fennel bulb, are jampacked with fennel flavor. At the market, look for fennel bulbs that still have the fronds attached (you'll find that some bulbs have been too closely trimmed).	6
2717	Pasta alla Norma	NoDescription	First of all, get your nice firm eggplants and cut them into quarters lengthwise. If they've got seedy, fluffy centers, remove them and chuck them away. Then cut the eggplants across the length, into finger-sized pieces. Get a large nonstick pan nice and hot and add a little oil. Fry the eggplants in two batches, adding a little extra oil if you need to. Give the eggplants a toss so the oil coats every single piece and then sprinkle with some of the dried oreganothis will make them taste fantastic. Using a pair of tongs, turn the pieces of eggplant until golden on all sides. Remove to a plate and do the same with the second batch.@newline@When the eggplants are all cooked, add the first batch back to the panat this point I sometimes add a sneaky dried red chili. Turn the heat down to medium and add a little oil, the garlic, and the basil stems. Stir so everything gets evenly cooked, then add a swig of herb vinegar and the cans of tomatoes, which you can chop or whiz up. Simmer for 10 to 15 minutes, then taste and correct the seasoning. Tear up half the basil leaves, add to the sauce, and toss around.@newline@Get your spaghetti into a pan of salted boiling water and cook according to the package instructions. When it's al dente, drain it in a colander, reserving a little of the cooking water, and put it back into the pan. Add the Norma sauce and a little of the reserved cooking water and toss together back on the heat. Taste, and adjust the seasoning, then divide between your plates by twizzling the pasta into a ladle for each portion. Any sauce left in the pan can be spooned over the top. Sprinkle with the remaining basil, grated cheese, and oil.	3
2718	Raspberry-Spiked Chocolate Brownies	NoDescription	Preheat the oven to 180C (355F). Place the chocolate and butter in a small saucepan over low heat and stir until melted and smooth. Place in a bowl with the sugar and eggs. Sift over the flour, baking powder and cocoa and mix to combine. Pour into a 23 cm (9 inch) greased square cake tin lined with non-stick baking paper. Top the mixture with the raspberries and bake for 3035 minutes or until set. Serve warm or cold with thick (double) cream or vanilla bean ice-cream.	6
2719	Fennel and Parsley Salad	NoDescription	Place the fennel and parsley in a serving bowl and toss to combine. Place the orange juice, oil, mustard, salt, and pepper in a bowl and whisk to combine. Pour over the salad and serve with the simple leek and ricotta tarts .	4
2720	Garlic and Sage Marinated Antipasto	NoDescription	Combine the artichokes, olives, and tomatoes. Place the oil and sage in a small saucepan over medium heat and cook for 1 minute. Add the garlic and pepper and cook for a further 2 minutes or until the sage is crisp. Remove from the heat and stir through the vinegar. Pour over the artichoke mixture and stand for 5 minutes before serving. Serve with the fetta and crispbread biscuits or slices of crusty bread.	11
2721	Sweet Potatoes, Apples, and Braising Greens	This recipe was created by chef Traci Des Jardins of San Francisco's Jardinire. It's part of a special menu she created for Epicurious's Wine.Dine.Donate program.	Preheat oven to 400F.@newline@On foil-lined baking sheet, toss potato slices with 3 tablespoons melted butter, 1 teaspoon salt, and 1/2 teaspoon pepper. Bake until cooked through and slightly caramelized, about 20 minutes. Keep warm.@newline@In heavy medium skillet over moderate heat, melt 3 tablespoons butter. Add apples and saut until tender and golden brown, about 15 minutes. Keep warm.@newline@In heavy large pot over moderate heat, combine remaining 2 tablespoons butter and 3 tablespoons water. Add greens and saut, stirring occasionally, until wilted, about 5 minutes. Lower heat to moderately low and add sweet potatoes and apples. Continue cooking, stirring occasionally, until warmed through, 3 to 4 minutes. Stir in parsley, remaining 2 teaspoons salt, and 1 1/2 teaspoons pepper. Serve hot.	2
2722	Fried Chickpeas and Spiced Nuts with Olives and Radishes	NoDescription	Transfer chickpeas, nuts, olives, and radishes to separate small dishes and serve together.	8
2723	Spiced Apple Cake with Eggnog Sauce	A moist, deeply flavored confection studded with rum-soaked raisins and crunchy pecans, this streamlined one-bowl cake will get compliments even for novice bakers. Plus, it keeps for days. To dress up each serving, why not use store-bought eggnog, which has the consistency of custard sauce.	In small bowl, combine raisins and rum. Let stand until raisins plump, about 1 hour. Drain, discarding rum, and set aside.@newline@Position rack in middle of oven and preheat to 350F. Lightly butter bundt pan, then dust with flour, knocking out excess.@newline@In large mixing bowl or bowl of electric mixer, sift together flour, baking powder, baking soda, allspice, cinnamon, nutmeg, cloves, and salt. Add brown and granulated sugars, butter, eggs, and vanilla. Using electric mixer, beat on high speed, scraping down sides of bowl with rubber spatula as needed, until batter is pale and smooth, about 3 minutes for handheld mixer or 2 minutes for standing mixer. Stir in apples, pecans, ginger, and raisins. Spoon into prepared pan and smooth top.@newline@Bake until wooden pick or skewer inserted in center of cake comes out clean and cake just shrinks from sides of pan, about 1 hour. Cool cake in pan on rack 10 minutes, then invert and unmold onto rack and cool completely. (Cake can be made up to 3 days ahead and stored at room temperature, wrapped tightly in plastic wrap.)@newline@Just before serving, sift confectioner's sugar over cake. Serve accompanied by eggnog.	9
2724	Cosmopolitan Cranberry Sauce	This vibrant condiment takes its inspiration from the popular cocktail the Cosmopolitan. The alcohol heightens the sauce's flavor, but for kids and nondrinkers, the recipe can easily be made nonalcoholic by substituting orange juice for the water and deleting the vodka and liqueur.	In heavy medium saucepan over moderate heat, combine cranberries, sugar, and 1/2 cup water. Bring to boil, stirring often to dissolve sugar, then reduce heat to moderately low and simmer, stirring often, until thickened and reduced to about 3 cups, about 15 minutes.@newline@Transfer to medium bowl and cool, stirring often, until tepid, about 30 minutes. Stir in vodka and liqueur. Transfer to serving bowl, cover, and refrigerate until chilled and set, at least 2 hours. (Sauce can be made up to 2 weeks ahead and refrigerated.) Serve chilled or at room temperature.	3
2725	Sweet Potato Pure with Streusel Topping	Here's a sweet potato casserole that will please everyone in the family, but isn't sticky or cloying. If your guests insist on a traditional marshmallow topping (let's admit that kids love it, and for some adults, it just isn't Thanksgiving without it), see the variation below.	Position rack in center of oven and preheat to 400F. Butter 9- by 13-inch baking dish or 2-quart casserole. Line rimmed baking sheet with aluminum foil.@newline@Pierce each potato with fork and transfer to baking sheet. Bake until tender, about 50 minutes. Cool until easy to handle.@newline@Meanwhile, make streusel: In medium bowl, combine flour, 3/4 cup brown sugar, and 1 stick butter. Rub mixture between fingertips until blended and crumbly. Set aside.@newline@Halve potatoes lengthwise and scoop out flesh into large bowl. Add remaining 1/3 cup brown sugar and 3/4 stick butter and mash with potato masher or, for a smoother pure, handheld electric mixer. Spread mixture in prepared dish and cool completely. (Streusel and pure can be made up to 2 days ahead and refrigerated, separately, covered.)@newline@Sprinkle streusel over potatoes. Bake until golden brown, about 40 minutes. Let stand 5 minutes before serving. (Completed dish can be prepared up to 1 day ahead and refrigerated, covered. Remove from refrigerator 1 hour before reheating and let come to room temperature. Bake, loosely covered with foil, until heated through, about 25 minutes.)	12
2726	Sage-Scented Shortbread	Deliciously sweet, savory, and salty.	Blend first 4 ingredients in processor. Add butter; using on/off turns, process until dough comes together. Divide in half. Shape each dough piece into log about 1 1/2 inches in diameter. Chill until firm enough to slice, about 30 minutes.@newline@Position 1 rack in top third and 1 rack in bottom third of oven; preheat to 350F. Line 2 baking sheets with parchment. Cut each dough log into 1/3- to 1/2-inch-thick rounds; place on sheets. Bake 10 minutes. Reverse sheets so bottom sheet is on top rack of oven and top sheet is on bottom rack. Bake until cookies are golden, about 15 minutes longer. Cool on racks.	6
2727	Chicken Liver and Sage Crostini	A great way to use the liver from your Thanksgiving turkey. (The turkey liver alone won't be enoughyou'll have to mix in a few chicken livers.)	Line plate with paper towels. Heat oil in medium skillet over medium-high heat. Add sliced sage; saut until crisp, about 30 seconds. Using slotted spoon, transfer sauteed sage to paper towels. Add onion to same skillet; saut until golden, about 3 minutes. Add garlic, chopped liver, and 1 teaspoon chopped sage. Stir until liver is no longer red, about 3 minutes. Increase heat to high, add Madeira, and cook until wine has evaporated, about 2 minutes. Add salt and pepper. Divide liver mixture among baguette slices. Top with sauted sage. Serve crostini on bed of fresh sage leaves, if desired.	7
2728	Fifty-Fifty	This drink was featured as a Cocktail of the Month.p	In mixing glass or cocktail shaker filled with ice, combine gin, vermouth, and bitters. Stir well, about 20 seconds, then strain into cocktail coupe or martini glass. Twist lemon peel directly over drink to release essential oils, and serve.	7
2729	Classic Dry Martini	This drink was featured as a Cocktail of the Month.	In mixing glass or cocktail shaker filled with ice, combine gin and vermouth. Stir well, about 20 seconds, then strain into martini glass. Garnish with olive and serve.	3
2730	Original Martini	This drink was featured as a Cocktail of the Month.p	In mixing glass or cocktail shaker filled with ice, combine gin, vermouth, bitters, and simple syrup. Stir well, about 20 seconds, then strain into cocktail coupe or martini glass. Twist lemon peel directly over drink to release essential oils, garnish with green olive, and serve.	11
2731	Crispy Cinnamon Garbanzo Beans	These tasty (no-allergy!) nut alternatives are great to have out around the holidays. Give them to the kids in rolled-up parchment-paper cones (as shown).	1. Soak the beans overnight in cool water. Drain and pat them dry with paper towels.@newline@2. Preheat oven to 350F.@newline@3. In a bowl, toss the beans with the vegetable oil and sugar.@newline@4. Spread them in a single layer on an ungreased baking sheet. Roast them in the oven until crunchy and no longer soft in the centers, about 45 minutes. (Stir them a few times to prevent burning.)@newline@5. Immediately toss the beans in a bowl with the cinnamon and salt. Cool and serve, or store in an airtight container at room temperature for up to a week.	4
2732	Peanut Butter Milk Chocolate Puddings	Serve the puddings in clear dishes to show off the distinct layers.	For Peanut butter pudding: Whisk first 3 ingredients in large saucepan to blend. Gradually whisk in milk, then cream. Whisk over medium heat until mixture comes to boil. Then boil until thick, whisking constantly, about 30 seconds. Whisk in peanut butter; boil until thick again, whisking often, about 1 minute longer. Remove from heat; whisk in vanilla. Divide pudding among six 1-cup glasses or dishes (generous 1/3 cup each). Chill uncovered while preparing chocolate pudding.	3
2733	Mussel and Fennel Bisque	Who needs lobster? Mussels bring a similar richness to this soup.	Combine mussels and wine in large pot. Cover; bring to boil. Boil until mussels open, about 5 minutes (discard any that do not open). Using tongs, transfer to large bowl. Pour cooking liquid through strainer set over 8-cup measuring cup. Add enough clam juice to cooking liquid to measure 5 cups. Remove mussels from shells; place in small bowl. Discard shells. Cover mussels and chill until ready to use, up to 8 hours. Melt 2 tablespoons butter in large saucepan over medium heat. Add 1 1/2 cups fennel cubes and carrot; saut until fennel is slightly softened, about 10 minutes. Add shallots; saut until soft, about 4 minutes. Add clam juice mixture, rice, tomato paste, thyme, and bay leaf. Bring to boil. Reduce heat to medium-low; partially cover and simmer until rice is tender, stirring occasionally, about 25 minutes. Discard bay leaf. Cool slightly. Working in batches, puree in blender. Return to saucepan.@newline@Meanwhile, melt 1 tablespoon butter in small nonstick skillet over medium heat. Add 1 cup fennel cubes; saut until crisptender, about 7 minutes. Season with salt and pepper. Remove from heat. do ahead Bisque mixture and sauted fennel can be made 8 hours ahead. Cool slightly. Chill bisque mixture uncovered until cold, then cover and keep chilled. Cover and chill fennel. Bring bisque mixture to simmer before continuing.@newline@Add whipping cream, brandy, and mussels to bisque mixture; bring to simmer. Season to taste with salt and pepper. Ladle bisque into 6 bowls. Sprinkle sauted fennel cubes atop bisque. Garnish with chopped fennel fronds and parsley, if desired.	3
2734	Root Vegetables Anna	This side is a riff on ppommes Annap, a classic French dish of sliced, layered potatoes cooked in a shallow pan. In this modern version, the potatoes are joined by slices of celery root and turnip.	Spray 9 1/2-inch-diameter nonstick oven-proof skillet with vegetable oil spray; add 2 tablespoons melted butter. Arrange half of potato rounds in skillet, overlapping in concentric circles. Sprinkle lightly with salt and pepper. Alternate celery root slices and turnip slices atop potatoes in overlapping concentric circles. Sprinkle with rosemary, then lightly with salt and pepper. Drizzle with 2 tablespoons melted butter. Top with remaining potato slices in overlapping concentric circles. Sprinkle lightly with salt and pepper. Press with spatula to compact.@newline@Preheat oven to 400F. Cook vegetables over medium heat 5 minutes. Reduce heat to medium-low; cover and cook until bottom layer is golden, about 25 minutes. Uncover and drizzle with 2 tablespoons melted butter. Transfer skillet to oven; bake uncovered until vegetables are very tender and golden, 20 to 25 minutes.@newline@Run small knife around vegetables to loosen from skillet. Place large platter atop skillet. Using pot holders, firmly hold skillet and platter together and invert vegetables onto platter. Cut into wedges and serve.	10
2735	Warm Chicken Sandwiches with Mushrooms, Spinach and Cheese	The sandwiches can be refrigerated one day ahead (chill the chicken and spinach before assembling).	Preheat oven to 400F. Pull some bread from ciabatta rolls to form slightly hollow centers. Drizzle ciabatta rolls with olive oil. Spread roll bottoms with whole grain mustard. Sprinkle roll bottoms with half of Fontina cheese.@newline@Heat 2 tablespoons oil in large skillet over medium-high heat. Add mushrooms; saut 4 minutes. Add chopped shallots and pressed garlic; saut 3 minutes. Add chicken; saut 2 minutes to heat through. Transfer to plate. Add 1 tablespoon oil to skillet. Add spinach; saut 2 minutes. Season to taste with salt and pepper. Drain. Spoon chicken mixture, then spinach over roll bottoms. Top with remaining cheese. Cover with roll tops. Wrap each sandwich tightly in foil. Bake sandwiches until cheese melts, about 20 minutes.	3
2736	Blue Cheese Gougres	Danish blue cheese, which is more economical than Roquefort, adds a rich tang to these cheese puffs.	Preheat oven to 375F. Line large rimmed baking sheet with parchment. Combine first 5 ingredients in heavy medium saucepan. Bring to boil over medium heat, stirring until butter is melted. Stir in flour; reduce heat to medium-low. Stir vigorously until mixture forms large dough clumps and film forms on bottom of saucepan, about 1 minute. Remove from heat; cool 5 minutes.@newline@Meanwhile, whisk eggs in medium bowl. Transfer 1 tablespoon beaten egg to small bowl and reserve. Add 1/3 of remaining beaten eggs to dough in saucepan; whisk until well incorporated. Add remaining eggs in 2 additions, stirring until eggs are completely absorbed after each addition (dough will be sticky). Mix in blue cheese.@newline@Drop dough by teaspoonfuls onto baking sheet, forming about 24 walnut-size mounds and spacing about 1 inch apart. Using pastry brush, brush each mound with reserved egg, flattening any pointed tops.@newline@Bake gougres until puffed, golden brown, and dry, about 30 minutes. Do AHEAD: Can be made up to 1 week ahead. Cool completely. Place in airtight containers and store in freezer. Rewarm on baking sheet in 350F oven until heated through, about 5 minutes. Serve warm.	2
2737	Pear Souffls with Chocolate Sauce	Souffls are usually associated with extravagant meals, but they're cheaper to make than you may think. A souffl is made primarily of eggs, a very budget-friendly ingredient.	For sauce: Bring cream to simmer in small saucepan over medium heat. Remove from heat. Add chocolate and let stand until chocolate softens slightly, about 1 minute. Add bourbon and stir until chocolate is melted and sauce is smooth. DO AHEAD: Sauce can be made 1 day ahead. Cover and refrigerate.	2
2738	Glazed Lime Cake	NoDescription	Preheat oven to 350F. Butter and flour 8-inch square baking pan. Using electric mixer, cream butter and 11/2 cups powdered sugar in large bowl. Beat in eggs 1 at a time. Beat in milk, then flour. Transfer batter to prepared pan; smooth top. Bake cake until tester inserted into center comes out clean, about 35 minutes.@newline@Meanwhile, finely grate enough lime peel to measure 1 tablespoon. Halve limes; squeeze enough juice to measure 1/4 cup. Mix peel, juice, and 1/4 cup sugar in small bowl. Set lime syrup aside.@newline@Using skewer, poke holes all over baked cake. Spoon half of lime syrup (about 3 tablespoons) over hot cake. Cool.@newline@Whisk 1 cup powdered sugar into remaining lime syrup; drizzle over cake. Let stand 1 hour. Cut cake into squares.	10
2739	Pecan-Raisin Drop Cookies	NoDescription	Preheat oven to 350F. Line 2 baking sheets with parchment. Mix first 3 ingredients in bowl. Whisk sugar and butter in large bowl, 1 minute. Whisk in egg and vanilla. Stir in dry ingredients, then raisins and nuts. Drop dough by rounded teaspoonfuls onto sheets. Bake about 12 minutes. Transfer parchment to racks; cool.	1
2740	Roast Beef with Dijon-Caper Sauce	Eye of round roast isnt as expensive as prime rib, but its packed with flavor.	For roast beef: Sprinkle beef with 1/2 teaspoon salt; let stand 1 hour.@newline@Preheat oven to 350F. Mix thyme, basil, and 1/2 teaspoon pepper in small bowl. Heat oil in large oven-proof skillet over medium-high heat. Add beef; cook until browned on all sides, turning occasionally, about 10 minutes. Sprinkle with herb mixture. Transfer skillet to oven. Roast until instant-read thermometer inserted into center of meat registers 130F, about 40 minutes. Transfer to cutting board; let rest.	5
2741	Wholewheat Blinis with American Caviar	In this sophisticated appetizer, the blinis are topped with American caviar, a delicious alternative to the pricey imported stuff.	Pour 3 tablespoons warm water into bowl. Sprinkle yeast over; stir to blend. Let stand until yeast dissolves, about 10 minutes.@newline@Whisk milk, melted butter, 2 tablespoons sour cream, egg yolk, sugar, and salt into yeast mixture. Add both flours; whisk until smooth. Cover with plastic wrap; let stand at room temperature until very small bubbles begin to form on top of batter, 2 1/2 to 3 hours (batter will not rise).@newline@Using electric mixer, beat egg white in another medium bowl until stiff but not dry. Fold beaten egg white and dill into batter. Brush griddle or large nonstick skillet with oil; heat over medium heat. Working in batches, drop batter by tablespoonfuls onto griddle; cook until bubbles form on top and blinis are golden on bottom, about 1 minute. Turn blinis over and cook until golden on bottom, 30 seconds to 1 minute. Transfer blinis to rimmed baking sheet. DO AHEAD: Can be made 2 hours ahead. Rewarm uncovered in 350F oven 5 minutes.@newline@Serve blinis with sour cream and caviar.	6
2742	Fettucine Carbonara with Fried Eggs	The fried eggs add extra unctuousness to a clever carbonara.	Whisk 4 eggs, both cheeses, garlic, and 1/2 teaspoon pepper in medium bowl; set aside. Cook pancetta in large nonstick skillet over medium heat until crisp, about 7 minutes. Using slotted spoon, transfer to small bowl. Reserve skillet with drippings.@newline@Cook pasta in large pot of boiling salted water until almost tender (about 3 minutes less than package directions); add broccoli rabe. Cook just until broccoli rabe is crisptender and pasta is tender, about 3 minutes longer. Drain pasta-broccoli rabe mixture, reserving 1/2 cup cooking liquid. Return hot pasta-broccoli rabe mixture to pot (off heat). Immediately add egg-cheese mixture, pancetta, and 1/4 cup hot cooking liquid; toss to combine, adding more cooking liquid by tablespoonfuls to moisten as needed. Season to taste with salt and more pepper, if desired. Cover to keep warm.@newline@Heat skillet with drippings over medium heat. Crack remaining 4 eggs into skillet; sprinkle with salt and pepper and cook until whites are opaque, about 2 minutes. Carefully turn eggs over; cook just until whites are set but yolks are still soft, about 1 minute longer. Remove from heat. Top pasta with eggs and serve.@newline@@newline@A vegetable with clusters of tiny broccoli-like florets; available at some supermarkets and at specialty foods stores.@newline@	3
2743	Endive and Apple Salad	Apples make this salad appealing even to young children.	Whisk first 4 ingredients in small bowl. Gradually whisk in oil. Season to taste with salt and pepper. Set vinaigrette aside. Mix Belgian endive, escarole, and apple in large bowl. Toss salad with 1/4 cup vinaigrette.	9
2744	Bill Gross's Burnt Orange Ice Cream	Bill Gross, who was executive sous chef at Caf Gray in New York City, was kind enough to create this recipe for meand it is simply delicious. The technique is fascinating, but it does require some careful watching while the sugar caramelizes. The oranges are prepared two days ahead, and the ice cream one day aheadand the waiting is well worth it!	1. One day ahead, prepare the oranges: Position a rack in the center of the oven, and preheat the oven to 450F.@newline@2. Place 1/2 cup of the sugar on a plate. Rub the butter over the oranges, then roll them in the sugar.@newline@3. Pour the unused sugar from the plate into an 8-inch square baking pan, and shake it around to cover the bottom of the pan. Place the oranges in the pan and bake, moving them around once to break up any unmelted sugar, until they start to color and some of the sugar in the pan starts to melt, 15 to 20 minutes.@newline@4. Remove the pan from the oven (leaving the oven on), and using tongs and a sharp knife, carefully quarter the oranges. Place the quarters, skin side up, in the baking pan and bake until the peel is dark brown, about 35 minutes. Let the orange quarters cool slightly.@newline@5. Remove the peel from 4 of the browned quarters, discarding the pulp. Leave the other 4 quarters intact.@newline@6. Combine the orange peel, the 4 intact quarters, the sugar from the pan, and the remaining 2 cups sugar in a food processor, and puree. Strain the puree into a container, cover it, and refrigerate for at least 8 hours.@newline@7. The next day, prepare the ice cream mixture: Place the orange puree in a saucepan over medium-low heat, and bring it to a simmer.@newline@8. While the orange puree is heating, whisk the cream, half-and-half, vanilla seeds, and egg yolks together in a large bowl. Then, whisking constantly, slowly add the hot orange puree. Let the mixture cool to room temperature, and then refrigerate it until it is cold, 3 to 4 hours.@newline@9. Freeze the mixture in an ice-cream maker according to the manufacturer's instructions.@newline@10. Transfer the ice cream to a container, cover, and store in the freezer until ready to serve.	10
2745	Foie Gras with Date Pure and Pomegranate	In these spectacular cocktail-ring-proportioned bites, the date pure gives surprising depth to the silky richness of foie gras. Add pomegranate seedsa gorgeous garnet crownfor a burst of sour-sweet juice and a little crunch.	Soak dates in boiling-hot water (1/2 cup) in a bowl 10 minutes. Transfer dates with a slotted spoon to a mini food processor or a blender along with 1 tablespoon soaking liquid. Add pomegranate molasses and pure until smooth.@newline@Preheat broiler.@newline@Cut enough 1/4-inch-thick slices from brioche to cut into a total of 32 (1 1/2-inch) squares (without crust).@newline@Broil brioche squares on a baking sheet 4 to 5 inches from heat, turning once, until pale golden, about 1 1/2 minutes total. (Watch carefully; brioche toasts quickly.)@newline@Dip a sharp paring knife in hot water, then dry it and halve foie gras lengthwise. Cut each half crosswise into 16 slices (32 total), dipping and drying knife after each cut. Put each slice as cut on top of a brioche toast, then top with a small dollop of date pure and a few pomegranate seeds.	6
2746	Beef Bulgogi	For authentic flavor and texture in this dish, the meat should be sliced very thinly. To firm up the steak and make it easier to slice, place it in the freezer for 30 minutes to 1 hour first, and use a very sharp knife.	In large bowl, whisk together soy sauce, sugar, sesame oil, mirin, pear, onion, garlic, ginger, sesame seeds, and pepper. Let marinade stand 30 minutes at room temperature, then add beef and toss to coat. Refrigerate, covered, 1 hour.@newline@In large skillet over moderately high heat, heat oil. Remove beef from marinade, draining it very briefly over bowl to remove excess liquid, and then cook until browned and done medium-well, 6 to 7 minutes.@newline@Remove beef from heat and serve by filling each lettuce leaf with about 2 tablespoons Korean sticky rice, small handful of beef, 1 tablespoon kimchi, about 8 enoki mushrooms, and about 1/2 teaspoon hot bean paste. Serve immediately.	7
2747	Spotted Dick	Steamed raisin pudding, or spotted dick, as it's also called, is a traditional English dessert cake that is steamed instead of baked. It can be portioned into 8 ramekins or steamed in a large bowl and turned out as a whole cake. If you're using the ramekins, rather than spooning in the batter, you may want to transfer it to a large pastry bag and pipe it inthis will keep things neat and produce evenly proportioned cakes.	Butter bowl or ramekins, then dust with flour, knocking out excess. On parchment paper, trace circle slightly larger than diameter of bowl (or 8 circles slightly larger than ramekins). Cut out.@newline@Fill large, shallow, wide saucepan with 1 inch water. Add flat steamer or equally sized cookie cutters to create steaming platform just above water level.@newline@In bowl of stand mixer fitted with paddle attachment, beat together butter and 1 1/4 cups sugar until pale and fluffy, 4 to 5 minutes. Add eggs 1 at a time, beating well after each addition and scraping down sides of bowl periodically. Beat in vanilla.@newline@Sift flour into medium bowl. Gradually beat flour into egg mixture just until combined. Add 3 tablespoons milk and beat until smooth, about 30 seconds. Add raisins and beat just until combined.@newline@Transfer batter to prepared bowl or ramekins, smoothing top. Top bowl or ramekins with parchment paper circle(s), gently pressing on paper to make contact with batter.@newline@Over moderately high heat, bring water in steamer to simmer. Transfer bowl or ramekins to steamer, cover pan tightly, lower heat to moderate, and steam, adding more boiling water to pan if necessary, until pudding is set, about 2 hours for bowl or 1 hour for ramekins.@newline@Meanwhile, make custard sauce: In large bowl, whisk together custard powder, remaining 2 tablespoons sugar, and 2 tablespoons milk to form paste. In medium saucepan over moderate heat, bring remaining 2 cups plus 6 tablespoons milk to simmer. Whisking constantly, gradually add hot milk to custard paste. Return mixture to saucepan and cook, whisking constantly, until sauce thickens, 1 to 2 minutes. Remove from heat and keep warm.@newline@Transfer pudding bowl or ramekins to rack and cool 5 minutes. Run paring knife around inside rim of bowl or ramekins and invert pudding(s) onto plate(s). Serve warm with custard sauce.	5
2748	Bacon Swiss Burgers with Tomato and Avocado	A bacon Swiss burger embellished with ripe tomato and avocado: delectable! In this burger, I've spiced up the meat with thyme and Worcestershire sauce, which hint at the Mediterranean and at the steak house. In this case, a soft white bun is the best choiceany other type of bun and the burger might become too huge to eat. But of course, that's what helps to make it delectable. Serve your favorite condiments alongside.	1. If you will be grilling the burgers, preheat a barbecue grill to medium-high.@newline@2. While the grill is heating up, cook the bacon on the stovetop in a large skillet over medium-low heat until it is just crisp, 6 to 7 minutes. Transfer the bacon to a plate lined with paper towels and set it aside to drain. (If you prefer to panfry the burgers, reserve 2 tablespoons of the bacon fat in the skillet.)@newline@3. Place the beef, Worcestershire, Tabasco, thyme, and salt and pepper in a bowl, and toss lightly with a fork to combine. Form the mixture into 4 patties, each about 3 inches in diameter and 1 inch thick.@newline@4. When you are ready to grill the burgers, oil the grill grate well. Add the burgers and grill for about 3 minutes for rare, 4 minutes for medium-rare meat. Turn them over and grill for another 3 or 4 minutes, topping the burgers with the cheese in the last minute of cooking. (Or panfry the burgers in the hot bacon fat over medium heat for 3 minutes per side for rare meat, adding the cheese as described.)@newline@5. Place the burgers on the toasted buns, and top them with the bacon, tomato, onion, avocado, and lettuce. Cover with the tops of the buns and serve immediately.	8
2749	Maple Sugar Pie	This traditional dessert can be served warm from the oven or at room temperature. It's delicious topped with a scoop of vanilla ice cream, creme frache, or whipped cream.	Arrange oven rack in middle position and top with heavy baking sheet. Preheat oven to 425F.@newline@On lightly floured surface using lightly floured rolling pin, roll out dough to 13-inch round. Fit into 9-inch pie plate. Trim edge, leaving 1/2-inch overhang, then fold over and crimp decoratively. Chill shell 30 minutes.@newline@Scatter walnuts in shell. In medium bowl, whisk together eggs, maple syrup, butter, vanilla, brown sugar, and salt. Pour mixture into pie shell over nuts.@newline@Transfer pie to baking sheet and bake 10 minutes. Reduce oven temperature to 350 F and bake until crust is golden and center is just set, 25 to 30 minutes more.@newline@Transfer pie to rack and cool at least 10 minutes before cutting. Serve warm or at room temperature.	1
