307	Coconut-Orange Snowballs	These cookies owe their whimsical moniker to a generous dusting of powdered sugar.	Preheat oven to 350F. Bake coconut on rimmed baking sheet until light golden, stirring occasionally, about 12 minutes.@newline@Using electric mixer, beat butter, 1/2 cup powdered sugar, and both extracts in bowl to blend well. Beat in flour, orange peel, and salt. Stir in coconut. Cover and chill at least 1 hour and up to 1 day. Soften dough slightly before shaping.@newline@Preheat oven to 350F. Line 2 large baking sheets with parchment paper. Using 1 level tablespoon dough for each cookie, roll dough between palms of hands into balls. Place on prepared sheets, spacing 1 inch apart. Bake until golden on bottom but pale on top, about 18 minutes. Transfer cookies to racks; cool 5 minutes. Place remaining 1 3/4 cups powdered sugar in bowl. Roll hot cookies in powdered sugar, covering completely. Cool cookies on rack. Roll cookies in powdered sugar again, coating generously. (Can be made 5 days ahead. Store airtight between sheets of waxed paper at room temperature.)@newline@
308	Pork Chili Verde Enchiladas	Traditionally, the tortillas are fried in oil until soft. We've omitted the oil by wrapping the tortillas in damp paper towels and heating them in the microwave. Serve the enchiladas with the pRanch Beansp and Mexican rice with tomatoes and onions.	Char Anaheim chilies over gas flame or in broiler until blackened on all sides. Enclose in plastic bag 10 minutes. Peel, seed and coarsely chop chilies.@newline@Combine broth, 1/2 cup onion, tomatillos, jalapeo and garlic in medium saucepan. Simmer over medium heat until liquid is reduced to 1 cup, about 10 minutes. Transfer to blender. Cool to room temperature. Add Anaheim chilies, cilantro and lime juice. Blend until smooth. Transfer to bowl. Whisk in sour cream. Season with salt and pepper. (Can be made 1 day ahead. Cover; chill.)@newline@Preheat oven to 350F. Lightly oil 15x10x2-inch baking dish. Place 6 tortillas between 2 damp paper towels. Cook in microwave on high until warm, about 1 minute. Working with 1 warm tortilla at a time, dip tortillas into sauce; shake excess sauce back into bowl. Place tortillas on work surface. Spoon scant 1/4 cup Pork Chili Verde, 2 tablespoons cheese and 1 tablespoon onion down center of each. Roll up tortillas. Arrange enchiladas, seam side down, in dish. Repeat with remaining 6 tortillas. (Can be made 8 hours ahead. Cover enchiladas, remaining sauce and cheese separately. Chill.) Top enchiladas with remaining sauce, then cheese.@newline@Bake enchiladas uncovered until heated through, about 20 minutes (or 30 minutes if enchiladas have been refrigerated). Sprinkle tomatoes over and serve.@newline@
309	Tandoori-Spiced Chicken Breasts	Tandoori chicken gets its name from the clay oven (heated by wood or coal) it is traditionally cooked ina tandoorwhich bakes meat, fish, poultry, and bread at temperatures upward of 500F. In our version, the chicken is broiled and the signature yogurt and spice marinade contains only ingredients that are readily available on supermarket shelves.	Make spice paste: Mince garlic with salt and mash to a paste. Wearing protective gloves, mince chile (including seeds for a spicier paste) and in a bowl stir together with garlic paste and remaining spice paste ingredients.@newline@Make 3 diagonal cuts about 1/4 inch deep in each chicken breast and rub spice paste into cuts and all over chicken. Marinate chicken, covered, 30 minutes at cool room temperature.@newline@Preheat broiler and line broiler pan with foil. Halve onion through root end and reserve 1 half for sauce. Thinly slice remaining onion half, separating layers, and in a small bowl soak onion slices in ice water to cover while broiling chicken.@newline@Arrange chicken without crowding on rack of broiler pan. Brush chicken with 1 teaspoon vegetable oil and broil about 3 inches from heat 8 minutes. Turn chicken over and brush with remaining teaspoon vegetable oil. Broil chicken until lightly browned and just cooked through, about 6 minutes more.@newline@
310	Mesclun Salad with Goat Cheese-Stuffed Figs Wrapped in Bacon	The aged goat cheese called for in this recipe is firmer than fresh and has a dry rind. Two kinds work best in this dish, Bucheron and Pouligny-St.-Pierre, both of which have just the right amount of tang  but ask at the cheese counter for comparable substitutes if you have trouble finding them. Cafe Pasqual's, in Santa Fe, serves its version of this dish  "pigs 'n' figs"  with blue cheese.p@newline@pActive time: 45 min Start to finish: 45 min	Preheat broiler.@newline@Cook bacon in a large heavy skillet over moderate heat, turning occasionally, until most of fat is rendered but bacon is still pliable, about 10 minutes. Transfer to paper towels to drain.@newline@Remove 1 scoop of flesh from each fig half with small end of a melon-ball cutter and discard. Scoop cheese with same end of melon-ball cutter and just fill each fig half. Press fig halves together to form whole figs.@newline@Stir together brown sugar, cumin, and salt, then rub onto 1 side of each bacon slice. Wrap 1 bacon slice, sugared side out, around each fig and secure with a toothpick.@newline@Broil figs, bacon sides up, on rack of a broiler pan about 3 inches from heat, turning them frequently, until bacon is browned, about 2 minutes. Cool slightly, then discard toothpicks.@newline@Toss mesclun with lemon juice and salt and pepper to taste, then gently toss with oil. Serve figs with salad.@newline@
311	Hearty Chicken Vegetable Soup	Active time: 20 min Start to finish: 40 min	Bring water and broth to a simmer in a 2- to 3-quart saucepan. Add chicken and simmer, uncovered, 6 minutes. Remove pan from heat and cover, then let stand until chicken is cooked through, about 15 minutes. Transfer chicken to a plate and cool 10 minutes. Reserve poaching liquid, uncovered.@newline@While chicken is poaching, cook onion in oil in a 4-quart heavy pot, covered, over moderate heat, stirring occasionally, until softened but not browned, about 6 minutes. Add garlic and cook, stirring, until fragrant, about 1 minute. Add carrots, celery, salt, and pepper and cook, covered, stirring occasionally, until softened, 8 to 10 minutes. Add poaching liquid and simmer, covered, until vegetables are tender, about 10 minutes. Remove from heat.@newline@While vegetables are cooking, shred chicken into 1/4-inch-wide strips (about 1 inch long). When vegetables are done simmering, stir chicken into soup along with parsley.@newline@
312	Italian Fig Cookies	Cuccidatip@newline@pThe nonpareils called for to decorate these cookies are tiny pellets of colored sugar, not the chocolate disks.	Make filling: Pulse figs and raisins in a food processor until finely chopped, then stir together with remaining filling ingredients in a bowl. Chill, covered, at least 8 hours.@newline@
313	Grilled Chicken, Red Onion, and Mint Kebabs with Greek Salad	The colorful kebabs feature the popular Greek flavors of mint and oregano. Serve them over rice or with pita bread.	Mix chicken, 2 tablespoons oil, garlic, mint, oregano, salt, and pepper in medium bowl. Let marinate 30 minutes. Whisk remaining 2 tablespoons oil and lemon juice in small bowl to blend.@newline@Prepare barbecue (medium-high heat). Pull off large mint leaves from stems. Alternate chicken, onion, and mint leaves on skewers; sprinkle with salt and pepper. Grill until chicken is just cooked through, turning and basting occasionally with oil-lemon mixture, about 9 minutes. Serve Greek Salad alongside.@newline@
314	Warm Goat Cheese Salad with Grilled Olive Bread	The goat cheese must be coated and refrigerated at least one hour (and up to eight hours) before cooking.	For vinaigrette: Place garlic and oil in small glass measuring cup or ramekin. Cover tightly with plastic wrap and microwave 30 seconds. Transfer garlic to small bowl. Reserve oil. Using fork, coarsely mash garlic. Add basil, vinegar, and mustard to mashed garlic. Whisk until smooth. Gradually whisk in reserved garlic oil. Season to taste with salt and pepper. (Can be made 1 day ahead. Cover and refrigerate. Let stand 1 hour at room temperature and rewhisk before using.)@newline@
315	Whole Stuffed Artichokes Braised in White Wine	In these stuffed artichokes, based on a recipe by Marie Miraglia  mother of one of our food editors, Gina  the provolone melts into each bite, and the soppressata adds more depth of flavor. Though we've given a regular-pot method in our recipe, there's nothing like the tenderness the leaves acquire in a pressure cooker  and the artichokes are done in a fraction of the time.p@newline@pActive time: 1 1/2 hr Start to finish: 2 hr	Make stuffing: Preheat oven to 350F.@newline@Spread bread crumbs in a shallow baking pan and bake in middle of oven until pale golden, about 10 minutes. Cool crumbs completely, then toss with parmesan, garlic, parsley, soppressata, zest if using, salt, and pepper. Drizzle oil over crumbs and toss to coat evenly.@newline@
316	Stuffed Peppers	Poivrons Farcis	Preheat oven to 350F. Mix first 9 ingredients in large bowl until well blended. Fill pepper halves with sausage mixture, dividing equally and mounding slightly. Arrange in 13 x 9 x 2-inch baking dish. (Can be made 1 day ahead. Cover; chill.)@newline@Bake peppers uncovered until tops are browned and thermometer inserted into filling registers 165F, about 1 hour. Transfer peppers to platter. Garnish with rosemary sprigs and serve.@newline@
317	Cranberry Cognac Trifle	This impressive dessert is the sum of many parts that can each be made several days in advance. Assemble the trifle the day before serving to allow the cake to absorb the custard and the flavors to fully develop.p@newline@pActive time: 2 1/2 hr Start to finish: 13 hr	Make cake layers: Preheat oven to 350F and butter pans. Line bottom of each pan with wax or parchment paper and butter paper. Dust pans with flour, knocking out excess.@newline@Whisk together yolks, 1 1/2 cups sugar, milk, and vanilla in a large bowl until combined well, then whisk in flour and salt until smooth. (Batter will be thick.)@newline@Beat whites with an electric mixer until they hold soft peaks. With mixer at low speed, gradually beat in remaining 3/4 cup sugar. Increase speed to high and beat until whites hold stiff, glossy peaks.@newline@Fold about one third of whites into batter to lighten, then fold in remaining whites gently but thoroughly.@newline@Divide batter among pans and spread evenly. Rap pans against a work surface to release any air bubbles. Bake, 1 pan at a time, in middle of oven until cake is pale golden and beginning to shrink around edges, 10 to 11 minutes per pan. Cool layers completely in pans on racks.@newline@
318	Rutabaga and Carrot Pure		Cook rutabagas and carrots in boiling salted water to cover by 1 inch in a large pot until tender, about 30 minutes. Transfer vegetables with a slotted spoon to a food processor and pure with butter, brown sugar, and salt until very smooth. If necessary, transfer pure back to pot and reheat.@newline@
319	Goat Cheese, Sun-Dried Tomato, and Roasted Garlic Souffles		Preheat oven to 350F. Combine garlic and oil in small custard cup. Cover with foil. Bake until garlic is very tender, about 35 minutes. Cool slightly. Add 1 teaspoon salt and 3/4 teaspoon pepper to custard cup and mash to paste. Maintain oven temperature.@newline@Spray four 2-cup souffl dishes with nonstick spray. Sprinkle each with 1 tablespoon breadcrumbs, coating bottom and sides; place dishes on baking sheet. Melt butter in medium saucepan over medium heat. Add flour; whisk until smooth, about 1 minute. Gradually add milk, whisking constantly until mixture boils, thickens, and is smooth, about 2 minutes. Stir in tomatoes, thyme, and garlic mixture. Remove souffl base from heat.@newline@Whisk egg yolks in large bowl to blend. Gradually whisk in hot souffl base, then fold in goat cheese. Using electric mixer, beat egg whites in another large bowl until foamy. Add cream of tartar; beat until stiff but not dry. Fold whites into souffl mixture in 4 additions. Divide among prepared dishes.@newline@Bake souffls until puffed and golden, about 25 minutes. Serve immediately.@newline@
320	Holiday Biscotti with Cranberries and Pistachios	The pleasingly chewy biscotti are coated on one end with white chocolate. In our test kitchen, imported white chocolate, such as Perugina or Lindt, yielded the best results.	Preheat oven to 325F. Line 3 large baking sheets with parchment paper. Sift first 3 ingredients into medium bowl. Using electric mixer, beat butter and sugar in large bowl to blend well. Beat in eggs 1 at a time. Mix in lemon peel, vanilla, and aniseed. Beat in flour mixture just until blended. Stir in cranberries and pistachios (dough will be sticky). Turn dough out onto lightly floured surface. Gather dough together; divide in half. Roll each half into 15-inch-long log (about 1 1/4 inches wide). Carefully transfer logs to 1 prepared baking sheet, spacing 3 inches apart.@newline@Bake logs until almost firm to touch but still pale, about 28 minutes. Cool logs on baking sheet 10 minutes. Maintain oven temperature.@newline@Carefully transfer logs still on parchment to cutting board. Using serrated knife and gentle sawing motion, cut logs crosswise into generous 1/2-inch-thick slices. Place slices, 1 cut side down, on remaining 2 prepared sheets. Bake until firm and pale golden, about 9 minutes per side. Transfer cookies to racks and cool.@newline@Line another baking sheet with waxed paper. Stir white chocolate in top of double boiler over barely simmering water just until smooth. Remove from over water. Dip 1 end of each cookie into melted chocolate, tilting pan if necessary; shake off excess chocolate. Place cookies on prepared sheet. Chill until chocolate is firm, about 30 minutes. (Can be made 5 days ahead. Store airtight between sheets of waxed paper at room temperature.)@newline@
321	Beet Carpaccio with Goat Cheese and Mint Vinaigrette	Thinly sliced beets (not beef) lay the foundation for this vibrant rendition of the Italian appetizer. Use any assortment of small beets  red, golden, purple, or candy-striped. A local farmers' market will have the best selection. The beets can be roasted and peeled one day before serving.	Preheat oven to 350F. Line rimmed baking sheet with foil. Place beets on sheet (if using both light- and dark-colored beets, place them on separate sheets to prevent discoloration). Sprinkle beets lightly with water. Cover tightly with foil. Bake until beets are tender when pierced with fork, about 40 minutes. Cool on sheet. Peel beets. (Can be prepared 1 day ahead. Place in resealable plastic bag; chill.)@newline@Using cheese slicer or knife, slice beets very thinly. Slightly overlap slices on 6 plates, dividing equally. Sprinkle with cheese, then shallot, salt, and pepper. Whisk vinegar, mint, oil, and sugar in small bowl. Season with salt and pepper. Drizzle over beets. Sprinkle with chives.@newline@
322	Cosmopolitan Sorbet	Active time: 20 min Start to finish: 1 1/2 hr	Bring sugar and water to a boil in a 3-quart heavy saucepan, stirring until sugar is dissolved. Add cranberries and simmer, uncovered, until berries are collapsed, 8 to 10 minutes. Pour through a large sieve into a bowl, gently pressing on solids to extract liquid (without forcing pulp through), and discard solids. Cool syrup, then chill, covered, until cold.@newline@Stir in vodka, lime juice, and Cointreau and freeze in ice cream maker. Transfer to an airtight container and put in freezer to harden.@newline@
323	Braised Pork with Mojo Sauce	This is a simplified version of Havana Harry's recipe; at the restaurant, they deep-fry the pork after braising it.	Preheat oven to 400F. Combine pork, broth, half of garlic, bay leaves, salt, and pepper in large ovenproof pot. Cover tightly; bake until pork is very tender, about 1 hour 30 minutes. Using slotted spoon, transfer pork to bowl. Boil liquid in pot until reduced to 1 1/2 cups, about 30 minutes. Return pork to pot; simmer until heated through, about 5 minutes.@newline@Meanwhile, heat oil in heavy large skillet over medium-high heat. Add onion and remaining garlic; saut until onion is tender and golden brown, about 12 minutes. Season with salt and pepper.@newline@Transfer pork to plates; spoon some pan juices over. Top with sauted onion mixture. Serve with Mojo Sauce.@newline@
324	Slow-Cooked Hoisin Pork Roast with Green Onions	Hoisin sauce  a combination of soybeans, garlic, chiles, and spices  lends a sweet-spicy flavor to this pork roast. Look for it at Asian markets and well-stocked supermarkets. What to drink: Uncork an Australian Merlot or a New Zealand Sauvignon Blanc.	Preheat oven to 300F. Heat oil in heavy large ovenproof pot over high heat. Add pork shoulder, fat side down; brown on all sides, turning often, about 12 minutes. Remove pot from heat. Spread hoisin sauce over pork; sprinkle with green onion pieces and peppercorns. Cover pot and place in oven. Cook until pork is very tender when pierced with fork, about 2 3/4 hours, adding water to pot by 1/4 cupfuls if mixture is dry.@newline@Remove pot from oven. Transfer pork to cutting board and tent with foil. Let pork stand 20 minutes.@newline@Meanwhile, spoon off fat from pan juices. Stir whisky and 3/4 cup water into juices; boil 2 minutes. Add more water by tablespoonfuls if sauce is too thick, or boil to reduce sauce if too thin.@newline@Cut pork crosswise on slight diagonal into 1-inch-thick slices. Garnish with sliced green onions. Pour pan sauce over pork and serve.@newline@
325	Tiny Chocolate Chip Cookies		Preheat oven to 400F.@newline@Beat together butter, sugar, salt, and baking soda in a large bowl with an electric mixer until fluffy, then beat in egg and vanilla. Add flour and mix at low speed until just combined. Fold in chocolate chips.@newline@Drop barely rounded 1/2 teaspoons of dough about 1 1/2 inches apart onto ungreased baking sheets and bake in batches in middle of oven until golden brown, 6 to 7 minutes. Transfer cookies as baked to a rack to cool.@newline@
326	Roast Turkey with Herbed Bread Stuffing and Giblet Gravy		Make turkey giblet stock and herbed bread stuffing.@newline@
327	Guacamole with Pear and Pomegranate Seeds		In a molcajete or food processor, grind onion, chiles, and salt into a rough paste. Gradually add the avocado, coarsely mashing it (you'll want it to be chunky). Stir in the lime juice. Fold in the pear, grapes, and 1/2 cup of the pomegranate seeds. Sprinkle remaining 1/4 cup pomegranate seeds over the guacamole and serve.@newline@
328	Cheese Fondue	If you wanted to entertain in the '60s, a fondue pot was de rigueur, presenting a casual alternative to the formal dinners of earlier eras. Some of us still have the dregs of that original bottle of kirsch in the back of the liquor cabinet. This is fortunate because, with the current and unprecedented cheese renaissance in this country, it's time to unearth that old fondue pot and light up the Sterno.	Rub inside of a 4-quart heavy pot with cut sides of garlic, then discard garlic. Add wine to pot and bring just to a simmer over moderate heat.@newline@Stir together cornstarch and kirsch in a cup.@newline@Gradually add cheese to pot and cook, stirring constantly in a zigzag pattern (not a circular motion) to prevent cheese from balling up, until cheese is just melted and creamy (do not let boil). Stir cornstarch mixture again and stir into fondue. Bring fondue to a simmer and cook, stirring, until thickened, 5 to 8 minutes.@newline@Transfer to fondue pot set over a flame and serve with bread for dipping.@newline@
329	New Potatoes with Three-Cheese Fondue	Although a fondue pot suits this recipe, it isn't absolutely necessary. Simply put the fondue in a decorative microwavable bowl, and serve it warm. When the fondue gets too cold, just rewarm it in the microwave. Set out a small bowl for the used skewers.	Heat oil in heavy medium saucepan over medium heat. Add onion; saut until soft, about 4 minutes. Reduce heat to low. Add cream, cream cheese, Parmesan, and Gruyre. Whisk until smooth, about 3 minutes. Stir in nutmeg. Season with salt and pepper. Remove from heat.@newline@Combine potatoes, 6 cups water and salt in large saucepan. Bring to boil over high heat. Reduce heat to medium and cook until potatoes are just tender when pierced with skewer, about 6 minutes. Drain. Transfer potatoes to bowl. Add olive oil and parsley; toss to coat. Season to taste with salt and pepper. (Fondue and potatoes can be prepared 1 day ahead. Cover separately and refrigerate. Whisk fondue 5 minutes over medium heat until melted and smooth. Reheat potatoes in 350F oven 10 minutes.)@newline@Place potatoes on platter. Spear each with skewer. Serve with warm fondue.@newline@
330	Seared Tuna Steaks with Wasabi-Green Onion Mayonnaise		Whisk first 3 ingredients in small bowl to blend, adding more wasabi paste if desired. Cover and refrigerate.@newline@Whisk teriyaki sauce, soy sauce, and rice vinegar in small bowl to blend. Place tuna steaks in resealable plastic bag. Add teriyaki mixture; seal bag. Turn bag to coat. Let stand at room temperature 30 minutes, turning bag occasionally.@newline@Brush grill with vegetable oil. Prepare barbecue (medium-high heat). Drain tuna steaks. Grill tuna to desired doneness, about 4 minutes per side for medium. Top each tuna steak with about 2 tablespoons wasabi mayonnaise and serve.@newline@
331	Papadzules	This is a classic Mayan dish from Yucatn made with the minimum of ingredients. Warmed corn tortillas are dipped into a pumpkin seed sauce from which the green oil has been extracted, and flavored with epazote. The tortillas are filled with chopped hard-cooked egg and topped with a tomato sauce. The final touch is given by little decorative pools of the green oil. Great care has to be taken to ensure that these ingredients are the freshest  slightly rancid or bitter pumpkin seeds can ruin it  and great care also should be taken in the preparation.	Have ready a warmed, not hot, serving dish or warmed individual dishes.@newline@Put the water, epazote, and salt into a small pan and bring to a boil. Lower the heat and simmer for about 5 minutes.@newline@Spread the pumpkin seeds in a thin layer over the bottom of a large skillet and heat through gently over low heat, turning them over from time to time. The seeds will swell, but take care not to let them become even slightly golden or the sauce will lose its fresh green color. You might want to keep a lid handy because often some of the seeds will start jumping out of the pan. Spread the seeds onto a metal tray to cool completely before grinding to avoid the blades seizing up with the volatile oil.@newline@Using an electric coffee/spice grinder, grind a portion of the seeds at a time to a slightly textured consistency, 5 to 6 seconds. If the seeds are ground too fine, then it will be more difficult to extract the oil.@newline@Have a small glass bowl ready for the oil.@newline@Put the ground seeds onto a plate that has a slight ridge around the rim. Measure out 1/4 cup (63ml) of the epazote broth and little by little sprinkle it  don't, for goodness' sake, pour the whole lot  over the seeds and work it with your hands, first having put the telephone on automatic answering. Gradually add the liquid until you have a crumbly but cohesive paste.@newline@Tilt the plate a little to one side and put a folded cloth underneath to hold it in that position. Start squeezing the paste and you will see that drops of oil will begin to extrude. Add a little more warm liquid if necessary  you probably won't need the whole amount  and keep squeezing until you have collected almost 4 tablespoons of dark green oil. (This is pure vitamin E, and great for the hands.) Crumble the paste into a blender jar, add the remaining strained epazote broth, if desired, and blend until smooth.@newline@Transfer the sauce to a skillet and warm through over the lowest possible heat, stirring almost constantly because the starch content of the seeds begins to swell and the particles tend to coagulate in the bottom of the pan.@newline@Dip one of the warm tortillas into the sauce: it should be lightly covered. If the sauce is too thick, dilute it with a little extra warm water. Work as quickly as you can, dipping each tortilla into the sauce, holding it with tongs but supporting it with a spatula so you don't get left with a bit of broken tortilla in your tongs. Sprinkle some of the chopped egg across one-third of the tortilla, roll it up, and place it on the warmed dish.@newline@When all the papadzules are assembled, pour the remaining sauce over them. (If the sauce has thickened and become grainy looking, put it back into the blender with a little extra warm water and blend until smooth.) Now pour on the tomato sauce and sprinkle the chopped egg whites and yolks. Decorate with the optional epazote. As a final touch, spoon in little pools of the oil. Serve immediately or the oil will sink back into the sauce and all that work will have been for naught! Of course, it is more colorful and attractive to serve the papadzules together on one serving dish.@newline@
332	Farfalle with Peas and Pancetta		Shell fresh peas if using. Diagonally cut sugar snaps and/or snow peas into thirds. Finely chop pancetta and shallots separately.@newline@Fill a 6-quart pasta pot three fourths full with salted water and bring to a boil for peas and pasta. Have ready a bowl of ice and cold water.@newline@Cook fresh or frozen peas in boiling water until tender, about 2 minutes, and with a slotted spoon transfer to ice water to stop cooking. Cook sugar snaps and/ or snow peas in boiling water until crisp-tender, about 2 minutes, and with slotted spoon transfer to ice water. Reserve water in pot over low heat, covered. Drain peas in a colander and transfer to a bowl.@newline@In a deep 12-inch heavy skillet heat oil over moderate heat until hot but not smoking and cook pancetta in oil, stirring, until golden brown and edges are crisp, about 10 minutes. Stir in shallots and cook, stirring, until just tender, about 2 minutes.@newline@Return water in pot to a boil. Cook pasta in boiling water, stirring occasionally, until al dente and ladle out and reserve 1 cup pasta water. Drain pasta in colander and add to pancetta mixture with peas, 1/4 cup reserved pasta water, and salt and pepper to taste. Heat mixture over low heat, gently tossing (and adding more pasta water as needed if mixture becomes dry), until just heated through.@newline@
333	Curried Chicken Legs with Okra and Potatoes	For those who've found the consistency of okra unappealing, there are secrets to keeping it crisp and toothsome: Don't cut into the pod when trimming the stems and don't overcook it.	Cut chicken legs into drumsticks and thighs and discard skin and any fat from chicken. (To remove skin from drumsticks, hold drumstick at large end, grip skin with a paper towel, and pull skin over small end.) Pat chicken dry. Mince garlic and in an electric coffee/spice grinder finely grind together coriander seeds, curry powder, fennel seeds, and cayenne. In a large bowl combine garlic, spice mixture, and gingerroot. Add chicken, tossing to coat, and season with salt.@newline@Cut potatoes into 1 1/2-inch pieces and trim okra stems (do not cut into pods). In a measuring cup stir together water, brown sugar, and tomato paste.@newline@In a 12-inch heavy skillet at least 2 inches deep heat oil over moderately high heat until hot but not smoking and brown chicken, about 5 minutes, transferring to a plate. In fat remaining in skillet brown potatoes on cut sides. Return chicken to skillet. Stir water mixture and add to skillet with cinnamon sticks. Simmer mixture, covered, 10 minutes. Stir in okra and simmer, covered, until vegetables are almost tender and chicken is cooked through, about 5 minutes more. Stir in lemon juice and simmer, uncovered, until most of liquid is evaporated. Season curry with salt.@newline@While curry is simmering, coarsely chop peanuts and dice mango.@newline@
334	Caesar Salad with Pepper-Grilled Tuna	A quintessential California pairing. Brush slices of sourdough bread with olive oil and grill (about two minutes per side) to serve alongside. What to drink: A crisp, dry white wine, such as a Sauvignon Blanc.	Prepare barbecue (medium-high heat). Stir soy sauce and brown sugar in pie dish until sugar dissolves. Using mortar and pestle or spice mill, coarsely grind peppercorns. Dip both sides of tuna steaks in soy mixture. Sprinkle both sides of tuna generously with peppercorns, pressing to adhere. Grill tuna to desired doneness, about 2 minutes per side for medium-rare.@newline@Combine greens and radishes in large bowl. Toss with enough Caesar Vinaigrette to coat salad. Season to taste with salt and pepper. Divide salad among 6 plates. Cut tuna crosswise into thin slices; place alongside salad. Drizzle tuna and greens with remaining vinaigrette.@newline@
335	Paskha Cheese	The sweetness and creaminess of this cheese celebrate the breaking of the traditional Russian dairy-free fast that precedes Easter and provide a nice contrast to the salty meats and bold flavors of the rest of the holiday menu.	Heat brandy with raisins in a small saucepan over low heat until warm, then remove from heat and let steep until raisins are softened, about 15 minutes.@newline@Force cheese and yolks through a potato ricer or a medium-mesh sieve into a bowl.@newline@Beat together butter and sugar in a large bowl with an electric mixer at medium speed until pale and fluffy, about 2 minutes. Add cheese mixture, sour cream, vanilla, and salt and beat until just combined. Beat cream in a bowl with cleaned beaters until it holds soft peaks. Fold whipped cream and raisins with any remaining brandy into cheese mixture gently but thoroughly.@newline@Line mold (or flowerpot) with a single layer of cheesecloth, leaving a 2- to 3-inch overhang on all sides. Spoon cheese mixture into mold, then fold ends of cheesecloth over top. Put lid on cheesecloth, then put weights on lid (or on foil and small plate if using flowerpot). Chill mold on a large plate (to catch drips) at least 24 hours.@newline@Remove lid from mold and open cheesecloth. Invert a serving plate over top of mold and invert mold onto plate. Unlock hinges and open mold, removing cheesecloth. Loosely cover cheese with plastic wrap and let stand at room temperature 30 minutes.@newline@
336	Cappuccino-Fudge Cheesecake	Be sure to make this dessert at least one day ahead to allow the flavors to blend.	For crust: Finely grind cookies, chopped chocolate, brown sugar, and nutmeg in processor. Add butter and process until crumbs begin to stick together, scraping down bowl occasionally, about 1 minute. Transfer crumbs to 10-inch-diameter springform pan with 3-inch-high sides. Wrap plastic wrap around fingers and press crumb mixture firmly up sides to within 1/2 inch of top edge, then over bottom of pan.@newline@
337	Wild Rice, Apple, and Dried-Cranberry Stuffing		Bring water to a boil in a 2-quart heavy saucepan, then add rice and 1/2 teaspoon salt. Reduce heat to low and cook, covered, until rice is tender and most grains are split open, 1 to 1 1/4 hours (not all liquid will be absorbed). Drain well in a colander and spread out in a baking pan to cool completely.@newline@Put oven rack in upper third of oven and preheat oven to 350F.@newline@Spread bread cubes in a shallow baking pan and bake in upper third of oven until dry, about 20 minutes.@newline@Melt 1 stick butter in a large nonstick skillet over moderate heat, then cook onion and celery, stirring, until softened, about 8 minutes. Add apple and cook, stirring, until crisp-tender, about 5 minutes. Stir in herbs, pepper, and remaining teaspoon salt and cook, stirring, 2 minutes. Transfer to a large bowl and toss with rice, bread, and dried cranberries.@newline@Increase oven temperature to 450F and butter a shallow 3-quart baking dish (13 by 9 inches).@newline@Spread stuffing evenly in baking dish and drizzle with turkey stock and melted butter. Bake, covered tightly with foil, in upper third of oven until heated through, about 20 minutes. Remove foil and bake until top is browned, 10 to 15 minutes more.@newline@
338	Strawberry-Blueberry Napoleons		Preheat oven to 350F. Line 2 large baking sheets with parchment paper. Place 1 phyllo sheet on work surface (cover remaining phyllo with plastic wrap, then damp kitchen towel). Brush phyllo sheet with some melted butter and sprinkle with 1/2 teaspoon sugar. Top with second phyllo sheet. Brush with some melted butter and sprinkle with 1/2 teaspoon sugar. Repeat with 2 more phyllo sheets, brushing each with melted butter and sprinkling each with 1/2 teaspoon sugar. Cut phyllo stack in half lengthwise; cut crosswise into thirds, creating six 4 1/4-inch squares. Transfer squares to 1 prepared baking sheet, spacing evenly apart. Repeat with 4 more phyllo sheets to create 6 more squares; transfer to second baking sheet, spacing evenly apart. Bake phyllo until light golden, about 7 minutes. Using spatula, transfer phyllo stacks to rack and cool completely. Repeat with remaining phyllo sheets, butter, and sugar to make 36 squares total. (Phyllo squares can be made up to 2 days ahead. Store between layers of waxed paper in airtight container at room temperature.)@newline@Bring vinegar and 4 teaspoons sugar to boil in small saucepan over medium-high heat. Reduce heat to low and simmer until syrupy and reduced to 1/4 cup, about 25 minutes. Refrigerate until cold, about 1 hour. (Can be prepared 1 day ahead. Refrigerate.)@newline@Beat mascarpone, cream, vanilla extract, and remaining 1/2 cup sugar in large mixing bowl until stiff peaks form. (Mascarpone filling can be prepared 1 day ahead. Cover and refrigerate.)@newline@Set aside 1/4 of strawberries and blueberries for garnish. Place 12 phyllo squares on work surface. Spread each with 1 tablespoon mascarpone filling. Cover with remaining sliced strawberries. Spread 1 tablespoon filling over strawberries. Place another 12 phyllo squares atop filling with corners slightly askew to bottom square. Spread each square with 1 tablespoon filling. Cover with remaining blueberries. Spread 1 more tablespoon filling over blueberries. Top with final 12 phyllo squares with corners slightly askew to middle square. (Can be made 3 hours ahead. Place napoleons on 2 large baking sheets. Cover and refrigerate.)@newline@Spoon dollop of filling atop each napoleon. Garnish with reserved straw-berry slices and blueberries. Dust with powdered sugar. Place 1 napoleon in center of each plate. Drizzle balsamic reduction around edge of plates.@newline@
