Strawberries Romanoff for the '90s	By the end of the 1940s, Americans were starting a love affair with "gourmet" dishes like strawberries Romanoff. Heres an updated version, flavored with Grand Marnier and vanilla.	1 10-ounce package frozen raspberries in syrup, thawed^2 12-ounce baskets strawberries, hulled, quartered^5 tablespoons sugar^3 tablespoons Grand Marnier^1 tablespoon fresh lemon juice^1 1/2 teaspoons vanilla extract^1 quart vanilla ice cream, softened^1 cup chilled whipping cream	Puree raspberries in syrup and 1 cup strawberries in processor. Strain into medium bowl, pressing on solids to extract as much juice as possible. Mix 3 tablespoons sugar, Grand Marnier, lemon juice and 1 teaspoon vanilla into syrup.@newline@Stir 1/2 cup syrup mixture into ice cream; freeze 1 hour to 4 hours. Mix remaining strawberries into remaining syrup; chill 1 hour to 4 hours. Let ice cream soften slightly before serving.@newline@Beat whipping cream, remaining 2 tablespoons sugar and 1/2 teaspoon vanilla in medium bowl until soft peaks form. Divide strawberry mixture among 6 glasses. Top each with scoop of ice cream. Garnish with whipped cream.@newline@	Milk/Cream^Berry^Dessert^No-Cook^Strawberry^Spring^Bon Apptit
Corn Fritters with Arugula and Warm Tomato Salad	We found that using finely stone-ground cornmeal yielded a denser, slightly heavier fritter than regular stone-ground cornmeal. Though both tasted the same, we preferred the texture of the fritter made with regular cornmeal.	6 scallions, white and pale green parts separated from dark green parts and both finely chopped^2 tablespoons olive oil^1 lb cherry or grape tomatoes, halved (3 to 4 cups)^1/4 teaspoon salt^1/4 teaspoon black pepper^2/3 cup corn (cut from 2 ears)^2/3 cup yellow cornmeal^3 tablespoons all-purpose flour^1/4 teaspoon salt, or to taste^1/8 teaspoon baking soda^Pinch of sugar^1/2 cup whole milk^1 large egg^1/3 cup vegetable oil^2 1/2 teaspoons white-wine vinegar^1/2 teaspoon whole-grain mustard^1/4 teaspoon salt, or to taste^1/4 teaspoon black pepper^3 tablespoons olive oil^1 lb arugula, coarse stems discarded (8 cups)	Prepare tomatoes: Cook white and pale green scallions in oil in a 10- to 12-inch nonstick skillet over moderate heat, stirring, until softened, 1 to 2 minutes. Add tomatoes, salt, and pepper and cook, stirring, until tomatoes begin to soften, 3 to 5 minutes. Remove from heat and stir in scallion greens. Transfer to a bowl and cool to warm.@newline@	American^Leafy Green^Tomato^Vegetable^Appetizer^Fry^Vegetarian^Cornmeal^Corn^Arugula^Summer^Gourmet^Pescatarian^Peanut Free^Tree Nut Free^Soy Free^Kosher
Broccoli with Sesame Seeds and Dried Red Pepper		3 tablespoons sesame seeds^3/4 teaspoon kosher salt^3/4 teaspoon dried crushed red pepper^1 1/4 pounds broccoli, cut into florets^1 tablespoon toasted sesame oil	Toast sesame seeds in heavy small skillet over medium heat until golden, about 5 minutes. Set aside 1 tablespoon toasted sesame seeds. Place remaining sesame seeds in spice grinder. Add salt and 1/2 teaspoon crushed red pepper; grind coarsely. Set sesame-red pepper mixture aside.@newline@Steam broccoli until crisp-tender, about 7 minutes. Transfer to large bowl. Add oil, 1 tablespoon reserved sesame seeds, remaining 1/4 teaspoon crushed red pepper, and 2 teaspoons sesame-red pepper mixture; toss to combine. Serve, passing remaining sesame-red pepper mixture separately.@newline@	Vegetable^Side^Steam^Low Carb^Vegetarian^Broccoli^Bon Apptit^Sugar Conscious^Vegan^Pescatarian^Paleo^Dairy Free^Wheat/Gluten-Free^Peanut Free^Tree Nut Free^Soy Free^No Sugar Added^Kosher
New Potatoes with Black Peppercorn Butter		1 14 1/2-ounce can low-salt chicken broth^2 tablespoons whole black peppercorns^1/4 cup brandy^1/2 cup (1 stick) butter, room temperature^2 tablespoons fresh lemon juice^1 tablespoon chopped shallot^1 teaspoon chopped fresh thyme^2 pounds small red-skinned new potatoes^2 green onions, thinly sliced	Combine broth and peppercorns in small saucepan. Cover and simmer 30 minutes. Uncover and simmer until mixture is reduced to 1/4 cup, about 15 minutes. Add brandy; simmer until mixture is reduced to 3 tablespoons, about 10 minutes. Cool. Blend peppercorn mixture, butter, lemon juice, shallot and thyme in processor until peppercorns are finely chopped. (Can be made 2 days ahead. Chill. Use at room temperature.)@newline@Cook potatoes in pot of boiling salted water until tender, about 25 minutes. Drain. Quarter potatoes. Place in large bowl. Add onions and 1/4 cup peppercorn butter (reserve remaining peppercorn butter for another use); toss gently. Season to taste with salt.@newline@	Dairy^Herb^Potato^Side^Spice^Fall^Summer^Bon Apptit^Sugar Conscious^Wheat/Gluten-Free^Peanut Free^Tree Nut Free^Soy Free
Strawberry Icebox Pie with Almond Crust	An easy press-in crust of ground graham crackers and toasted almonds is topped with a fresh strawberry filling and whipped cream. Chill the pie at least two hours before serving.	1 cup slivered almonds, toasted^1/2 cup graham cracker crumbs^1/4 cup sugar^6 tablespoons (3/4 stick) unsalted butter, melted^5 cups quartered hulled strawberries (about 24 ounces)^1 cup sugar^1/4 cup cornstarch^2 tablespoons fresh lemon juice^2 teaspoons grated orange peel^1 1/2 cups chilled whipping cream	For crust: Position rack in center of oven; preheat to 350F. Butter 9-inch-diameter glass pie dish. Coarsely chop almonds in processor. Add graham cracker crumbs and sugar; process until finely ground. Add butter; process until evenly moistened. Press crumb mixture onto bottom and up sides of prepared pie dish.@newline@Bake crust until set, about 12 minutes. Cool completely on rack.@newline@	American^Milk/Cream^Dessert^Strawberry^Almond^Summer^Chill^Bon Apptit^Vegetarian^Pescatarian^Peanut Free^Soy Free^Kosher
Juan Diego Michel's Cheese-Stuffed Poblanos	This recipe for chiles en macedonia combines ingredients from three statesJalisco, Colima, and Michoacan. It came from the late Juan Diego Michel, who taught in Billy Cross's schools in Napa Valley and PuertoVallarta. The dish was a favorite of the Michel family in Jalisco, where, in his younger days, Juan Diego had his own restaurant and used the recipes from 200 years ago that had been passed down to him. To Cross, he was a Mexican-cooking mentor.	16 small or 8 large fresh poblano chiles (2 1/2 to 3 pounds), roasted, peeled, and seeded, leaving chiles whole^3 tablespoons unsalted butter, well softened^1 pound Monterey Jack cheese, cut into 1/2-inch cubes^1 cup green seedless grapes (3/4 pound)^1/2 cup plus 2 tablespoons vegetable oil^1 large or 2 small ripe (black) plantains, peeled, halved lengthwise, and cut crosswise into 1/2-inch-thick slices^2 1/2 pound tomatoes (8 medium)^1 medium white onion, quartered^2 large garlic cloves, left unpeeled^1 teaspoon salt^2 tablespoons chopped fresh basil^1 large or 2 small firm-ripe mangoes (1 pound total), peeled, pitted, and cut into 1/2-inch cubes^Accompaniment:Mexican rice with mint	Preheat broiler.@newline@Broil tomatoes, onion, and garlic in a foil-lined shallow baking pan 2 to 3 inches from heat, turning frequently, until lightly charred on all sides, about 5 minutes for garlic, 12 to 15 minutes for onion and tomatoes (flesh should be soft). Alternatively, char vegetables in a hot well-seasoned griddle or cast-iron skillet over moderate heat.@newline@Core tomatoes and peel garlic, then pure both with onion and salt in a blender until smooth (use caution when blending hot ingredients). Force through a large sieve into a bowl, discarding solids.@newline@Heat remaining 2 tablespoons oil in a wide 4-quart heavy pot over moderately high heat until just hot. Stir about 1/2 cup tomato sauce into oil (this reduces spattering) and, when bubbling vigorously, add remaining sauce and basil. Fry sauce, stirring occasionally, until thickened, about 10 minutes.@newline@Add grapes, plantains, and mangoes to sauce and simmer gently, uncovered, stirring occasionally, until sauce is thickened and fruit is tender but still intact, about 30 minutes. Season sauce with salt.@newline@While sauce is simmering, preheat oven to 350F.@newline@Pour sauce over stuffed chiles and bake, covered with foil, until cheese is completely melted and sauce is bubbling, about 30 minutes.@newline@	Mexican^Blender^Fruit^Tomato^Bake^Vegetarian^Mango^Hot Pepper^Plantain^Grape^Monterey Jack^Gourmet
Rich and Sticky Gingerbread with Marmalade	Scots often serve butter and orange marmalade with gingerbread  this recipe goes a step further by incorporating marmalade into the batter.	1 2/3 cups self-rising flour^1 1/2 teaspoons ground ginger^1/2 cup (1 stick) unsalted butter, room temperature^3/4 cup robust-flavored (dark) molasses^2 large eggs^1 cup orange marmalade^1/2 cup golden raisins^1/3 cup chopped crystallized ginger (about 2 ounces)	Preheat oven to 325F. Butter and flour 9x9x2-inch metal baking pan; line bottom with parchment paper.@newline@Sift flour and ground ginger into medium bowl. Using electric mixer, beat butter in large bowl until fluffy. Beat in molasses. Beat in flour mixture in 3 additions alternately with eggs, 1 at a time. Beat in marmalade, then raisins, and crystallized ginger. Transfer to prepared baking pan.@newline@Bake cake until tester inserted into center comes out clean, about 38 minutes. Cool cake completely in pan on rack. (Can be made 1 day ahead. Cover and let stand at room temperature.)@newline@Cut cake into 9 squares. Cut each square in half, making eighteen 1 1/2x3-inch pieces.@newline@	American^Bread^Egg^Ginger^Dessert^Bake^Christmas^Raisin^Molasses^Jam or Jelly^Bon Apptit^Vegetarian^Pescatarian^Peanut Free^Tree Nut Free^Soy Free^Kosher
Gruyre and Parmesan Cheese Souffl		Grated Parmesan cheese^1/4 cup (1/2 stick) butter^5 tablespoons all purpose flour^Pinch of cayenne pepper^Pinch of ground nutmeg^1 1/4 cups whole milk^1/4 cup dry white wine^6 large egg yolks^1 teaspoon salt^1/4 teaspoon ground black pepper^1 1/4 cups plus 2 tablespoons (packed) coarsely grated Gruyre cheese (about 6 ounces)^1/4 cup finely grated Parmesan cheese^8 large egg whites	Position rack in center of oven and preheat to 400F. Generously butter one 10-cup souffl dish or six 1 1/4-cup souffl dishes; sprinkle with Parmesan cheese to coat. (If using 1 1/4-cup dishes, place all 6 on rimmed baking sheet.) Melt butter in heavy large saucepan over medium heat. Add flour, cayenne pepper and nutmeg. Cook without browning until mixture begins to bubble, whisking constantly, about 1 minute. Gradually whisk in milk, then wine. Cook until smooth, thick and beginning to boil, whisking constantly, about 2 minutes. Remove from heat. Mix yolks, salt and pepper in small bowl. Add yolk mixture all at once to sauce and whisk quickly to blend. Fold in 1 1/4 cups Gruyre cheese and 1/4 cup Parmesan cheese (cheeses do not need to melt). Using electric mixer, beat whites in large bowl until stiff but not dry. Fold 1/4 of whites into lukewarm souffl base to lighten. Fold in remaining whites. Transfer souffl mixture to prepared dish. Sprinkle with remaining 2 tablespoons Gruyre cheese.@newline@Place souffl in oven; reduce heat to 375F. Bake souffl until puffed, golden and gently set in center, about 40 minutes for large souffl (or 25 minutes for small souffls). Using oven mitts, transfer souffl to platter and serve immediately.@newline@	French^Egg^Brunch^Bake^Lunch^Parmesan^Swiss Cheese^Bon Apptit
Florentine-Style Porterhouse Steaks	Active time: 35 min Start to finish: 1 hr	2 (2-inch-thick) porterhouse steaks (each about 2 1/2 lb)^2 teaspoons salt (preferably sea salt), plus additional for sprinkling^2 tablespoons olive oil for drizzling^Special equipment: a large chimney starter (if using charcoal); an instant-read thermometer^Accompaniment: lemon wedges	Pat steaks dry and rub each all over with 1 teaspoon salt.@newline@	American^Italian^Steak^Summer^Grill/Barbecue^Gourmet
Risotto-Style Barley with Spring Greens	Barley gives this a wonderful chewy texture.	Nonstick vegetable oil spray^2 large leeks (white and pale green parts only), chopped^1 fennel bulb, finely chopped (about 1 1/2 cups)^1 teaspoon dried thyme^2 cups pearl barley^6 1/2 cups canned low-salt chicken broth^1/2 teaspoon saffron threads^1 1/2 cups frozen baby lima beans, thawed^1 6-ounce package fresh baby spinach, trimmed, thinly sliced^1/4 cup grated Parmesan cheese^2 tablespoons chopped fresh basil^Fresh basil sprigs	Generously spray heavy large pot with nonstick spray. Place pot over medium-high heat. Add half of leeks and half of fennel to pot. Saut until vegetables are tender, about 5 minutes. Stir in thyme, then barley. Add 2 1/2 cups broth and saffron. Simmer until liquid is almost absorbed, stirring frequently, about 10 minutes. Add remaining leeks, fennel and 4 cups broth. Bring to simmer. Reduce heat to medium-low and cook until barley is tender and mixture is creamy, stirring often, about 30 minutes.@newline@Meanwhile, cook lima beans in large saucepan of boiling salted water until tender but still bright green, about 3 minutes. Drain.@newline@Add lima beans, spinach, Parmesan cheese and chopped basil to barley and stir to blend. Season with salt and pepper. Transfer mixture to 6 shallow bowls. Garnish with basil sprigs and serve.@newline@	Side^Low Fat^High Fiber^Parmesan^Barley^Fennel^Leek^Spinach^Lima Bean^Spring^Healthy^Bon Apptit
Shrimp with Avocados	"I am 76 and consider myself a very good cook," writes Dorothy Harley of Norco, California. "I've always looked forward to receiving your magazine. Some recipes I try, love, and make over and over. One recipe I remember most is a shrimp and avocado salad. For our 25th anniversary, I cleaned and cooked 25 pounds of shrimp myself for the dish  it was a hit. And for my daughter's wedding, 21 years ago, I made it again. I'm sure that if you reprinted the recipe, you'd receive praise."p@newline@pActive time: 1 hr Start to finish: 25 hr (includes marinating)	2 pounds medium shrimp (about 76), peeled and deveined^3/4 cup white-wine vinegar^1 cup vegetable oil^1/4 cup capers, not drained^1 teaspoon salt^1 teaspoon black pepper^1 teaspoon celery seeds^1/2 teaspoon Tabasco^1 cup thinly sliced onion^1/2 cup chopped celery^7 bay leaves (not California)^2 firm-ripe California avocados^Accompaniment: soft green-leaf lettuce such as Boston	Cook shrimp in a 5-quart pot of boiling salted water* until just cooked through, 2 to 3 minutes, then drain in a colander.@newline@Whisk together vinegar, oil, capers, salt, pepper, celery seeds, and Tabasco in a large bowl, then add warm shrimp, onion, celery, and bay leaves and toss to combine. Marinate, covered and chilled, 24 hours to 2 days.@newline@Just before serving, discard bay leaves. Quarter, pit, and peel avocados and cut into 3/4-inch cubes. Gently stir into shrimp salad, then spoon over lettuce.@newline@	American^Shellfish^Appetizer^Shrimp^Avocado^Spring^Gourmet^Sugar Conscious^Pescatarian^Dairy Free^Wheat/Gluten-Free^Peanut Free^Tree Nut Free^Soy Free^No Sugar Added
Pea Soup with Crme Frache		2 medium shallots, chopped^1 teaspoon olive oil^1 (4-ounce) boiling potato, peeled and cut into 1/2-inch pieces^1 teaspoon salt^3 1/2 cups water^1 pound frozen baby peas (3 1/2 cups), thawed^1 tablespoon crme frache or sour cream, either one mixed with 1 teaspoon water	Cook shallots in oil in a 3-quart heavy saucepan over moderate heat, stirring, until softened, about 2 minutes. Add potato and salt and cook, stirring, 2 minutes. Add water and simmer, covered, until potato is tender, about 15 minutes. Add peas and simmer, uncovered, 2 minutes.@newline@Pure in batches in a blender (use caution when blending hot liquids), then force through a very fine sieve into a saucepan. Reheat soup and season with salt and pepper.@newline@Drizzle servings with crme frache.@newline@	French^Soup/Stew^Blender^Potato^Low Fat^Vegetarian^Quick & Easy^Lunch^Pea^Spring^Healthy^Sour Cream^Simmer^Gourmet^Pescatarian^Wheat/Gluten-Free^Peanut Free^Tree Nut Free^Soy Free^No Sugar Added^Kosher
Balsamic Roasted Onions	Like the pepper relish, these super-satisfying onions would be good with all kinds of meat.	4 pounds medium-size red onions^1/4 cup olive oil^6 tablespoons (3/4 stick) butter^3 tablespoons sugar^6 tablespoons balsamic vinegar^1 tablespoon chopped fresh parsley	Position 1 rack in center and 1 rack in bottom third of oven; preheat to 500F. Line 2 large baking sheets with foil. Cut onions through root end into 3/4-inch-thick wedges. Place in medium bowl; toss with oil. Arrange onions, cut side down, on baking sheets. Sprinkle with salt and pepper. Roast until onions are brown and tender, rotating pans in oven and turning onions once, about 45 minutes.@newline@Meanwhile, melt butter in heavy small saucepan over medium-high heat. Add sugar and stir until sugar dissolves. Remove from heat. Add vinegar. Return to heat. Simmer until mixture thickens slightly, about 2 minutes. (Onions and balsamic glaze can be made 1 day ahead. Cool. Cover separately and chill. Rewarm onions in 375F oven about 15 minutes. Stir glaze over low heat to rewarm.)@newline@Arrange onions on platter. Drizzle glaze over. Sprinkle with parsley.@newline@	American^Onion^Side^Roast^Quick & Easy^Vinegar^Winter^Bon Apptit
Herb and Bacon Corn-Bread Stuffing		2 loavesCorn Bread^6 large celery ribs^1 pound onions (about 2 large)^1 pound sliced bacon^1/2 cup chopped mixed fresh herbs such as thyme, sage, rosemary, and/or marjoram or 2 tablespoons mixed dried herbs, crumbled^1 cup Turkey Giblet Stock or chicken broth^1/4 cup reserved fat from roast turkey or melted butter	Preheat oven to 325 F. and butter a 4-quart baking dish.@newline@Cut corn bread into 1/2-inch cubes and dry in 2 large shallow baking pans in oven 20 minutes. Remove corn bread from oven and leave oven at 325 F. Coarsely chop separately celery, onions, and bacon.@newline@In a large, deep skillet saut bacon over moderately high heat, stirring, until browned, about 10 minutes. Add celery and onions and cook, stirring, until vegetables are softened, about 5 minutes. Add herbs and salt and pepper to taste and cook, stirring, 1 minute.@newline@In a large bowl toss together corn bread and bacon mixture and transfer to baking dish. Stuffing may be prepared up to this point 1 day ahead and cooled completely before being chilled, covered.@newline@Drizzle stock or broth over stuffing and bake, covered, 1 hour. Drizzle reserved fat or butter over stuffing and bake, uncovered, in upper third of oven 30 minutes more, or until top is golden.@newline@	Herb^Onion^turkey^Side^Bake^Saut^Thanksgiving^Stuffing/Dressing^Bacon^Cornmeal^Celery^Gourmet
Fricasse of Beef and Fava Beans	A fusion of flavors and technique from two cuisines makes this main course taste new. The cooking method is based on an Italian pfricasseap made with egg yolks and cream; the combination of favas and mint is Middle Eastern. The resulting dish is absolutely delicious. Serve with plenty of crusty bread to mop up the sauce.	5 pounds fresh fava beans, shelled, or 5 cups frozen double-peeled fava beans (from two 16-ounce packages), thawed^2 tablespoons butter, divided^2 tablespoons olive oil, divided^1 1 1/2-pound piece beef tenderloin, cut in half lengthwise, then crosswise into 1/2-inch-thick slices^2 large onions, finely chopped^1/2 cup whipping cream^1/4 cup fresh lemon juice^2 large egg yolks^2 teaspoons salt^1 teaspoon ground black pepper^2 tablespoons chopped fresh mint	Cook fresh fava beans in large pot of boiling salted water 2 minutes. Drain favas. Place in large bowl of ice water. Drain. Slip outer skin off each bean and discard skin; place beans in large bowl. (If using frozen beans, do not blanch.)@newline@Melt 1 tablespoon butter with 1 tablespoon oil in large nonstick skillet over high heat. Working in batches, add beef and saut just until browned on both sides, about 2 minutes. Transfer beef to medium bowl.@newline@Melt remaining 1 tablespoon butter with 1 tablespoon oil in same skillet over medium heat. Add onions; saut until tender and golden, about 15 minutes. Add fava beans; saut 5 minutes. Remove from heat; cool 15 minutes.@newline@Meanwhile, whisk whipping cream, lemon juice, egg yolks, salt, and pepper in small bowl to blend. Stir cream mixture into fava bean mixture. Cook over medium-low heat just until sauce thickens slightly and mixture is heated through, about 6 minutes (do not boil). Add beef and stir until heated through, about 3 minutes. Transfer fricassee to rimmed platter. Sprinkle with mint.@newline@	Italian^Middle Eastern^Milk/Cream^Bean^Beef^Egg^Onion^Saut^Lemon^Mint^Winter^Bon Apptit
Tortilla Soup	Sopa de Tortilla	6 dried guajillo chiles, stemmed^2 dried pasilla chiles, stemmed^12 5- to 6-inch-diameter white corn tortillas^2/3 cup plus 2 tablespoons corn oil^2 cups coarsely chopped plum tomatoes^1 1/2 cups water^1/4 small white onion^2 large garlic cloves^1 large sprig fresh epazote or 2 large fresh cilantro sprigs^Pinch of baking soda^4 cups low-salt chicken broth^1/2 cup crumbled queso fresco^1 small avocado, peeled, pitted, diced^1/4 cup crema mexicana* or sour cream	Cut slit in 1 long side of each chile; pull open. Remove seeds and membranes; press chiles flat. Cut pasilla chiles into 1x1/4-inch strips.@newline@Cut 6 tortillas into 1x1/4-inch strips. Heat 2/3 cup oil in heavy medium skillet over medium-high heat until very hot. Working in batches, add tortilla strips to skillet; toss until crisp and golden, about 1 minute. Using slotted spoon, transfer strips to paper towels. One at a time, fry 6 whole tortillas in oil until golden and almost crisp, about 30 seconds per side. Transfer to paper towels. Working in batches, add guajillo chiles to skillet; press with spatula until chiles begin to blister, about 10 seconds per side. Transfer to paper towels. Add pasilla chile strips to skillet; stir 10 seconds. Transfer to paper towels to drain.@newline@Combine tomatoes and next 5 ingredients in heavy large pot. Coarsely crumble whole tortillas, then guajillo chiles into pot. Bring to boil. Reduce heat to medium; cover and simmer until water is almost absorbed and chiles are soft, stirring occasionally, about 6 minutes. Working in 3 batches, puree mixture in blender until smooth, adding 1/4 cup broth to each batch. Heat 2 tablespoons oil in large saucepan over medium-high heat. Add tomato mixture; stir until thick and deeper in color, about 2 minutes. Add 3 1/4 cups broth; bring to boil. Simmer 8 minutes to develop flavors. Season with salt.@newline@	Mexican^Soup/Stew^Blender^Herb^Tomato^Hot Pepper^Winter^Tortillas^Simmer^Bon Apptit
Fish and Vegetable Soup with Lime, Ginger, and Cilantro		1/2 cup sliced shallots (about 1 3/4 ounces)^4 garlic cloves^1 tablespoon chopped peeled fresh ginger^1 jalapeo chili, seeded, quartered^2 tablespoons vegetable oil^4 cups fish stock or bottle clam juice^2 cups water^6 tablespoons fresh lime juice^3 tablespoons minced fresh lemongrass or 1 tablespoon grated lemon peel^2 whole star anise*^1 cup grated peeled carrots^1 cup mung bean sprouts^2 ounces fresh shiitake mushrooms, stemmed, caps sliced (about 1 1/4 cups)^1/2 cup chopped tomatoes^6 green onions, cut diagonally into 1-inch lengths^1 1/2 pounds assorted fish fillets (such as snapper, orange roughy, and sea bass), cut into 2x1-inch strips^1/2 cup cilantro leaves	Grind first 4 ingredients in processor to coarse paste, stopping occasionally to scrape sides.@newline@Heat oil in large pot over medium heat. Add paste; saut until aromatic, about 2 minutes. Add stock, 2 cups water, 4 tablespoons lime juice, lemongrass, and star anise; bring to boil. Reduce heat; cover and simmer 10 minutes. Remove star anise. Add carrots and next 4 ingredients; simmer 2 minutes. Add fish; cook until just opaque, stirring gently, about 3 minutes. Mix in cilantro and 2 tablespoons lime juice. Season with salt and pepper.@newline@	Central American/Caribbean^Soup/Stew^Fish^Ginger^Mushroom^Tomato^Vegetable^Lime^Winter^Lemongrass^Cilantro^Bon Apptit
Triple-Chocolate Cake with Chocolate-Peppermint Filling	The cake can be made a day ahead and refrigerated; bring it to room temperature to serve. If desired, you can garnish the cake with sugared mint leaves: Whisk egg whites until they are foamy, then brush them over mint leaves and sprinkle leaves with sugar.	8 ounces imported milk chocolate (such as Lindt), finely chopped^1/2 cup whipping cream^1 tablespoon light corn syrup^1/2 teaspoon peppermint extract^1 cup sifted all purpose flour^1/3 cup unsweetened cocoa powder^1/2 teaspoon salt^1/4 teaspoon baking powder^1/4 teaspoon baking soda^3/4 cup (1 1/2 sticks) unsalted butter, room temperature^1 cup sugar^1/3 cup (packed) dark brown sugar^2 teaspoons vanilla extract^3 large eggs^1/2 cup buttermilk^1 1/2 cups miniature semisweet chocolate chips^8 ounces bittersweet (not unsweetened) or semisweet chocolate, finely chopped^1/2 cup (1 stick) unsalted butter, cut into pieces^1 tablespoon light corn syrup^3/4 teaspoon peppermint extract^12 whole red-and-white-striped hard peppermint candies, chopped^Fresh mint leaves	For filling: Place chocolate in medium bowl. Bring cream and corn syrup to simmer in small saucepan. Pour hot mixture over chocolate; add extract and let stand 1 minute. Whisk until mixture is smooth. Let filling stand at room temperature while cake is baking and cooling.@newline@	American^Cake^Chocolate^Dessert^Bake^Christmas^Mint^Winter^Bon Apptit^Vegetarian^Pescatarian^Peanut Free^Tree Nut Free^Soy Free^Kosher
Cold Tomato and Sour Cream Soup	Active time: 40 min Start to finish: 1 3/4 hr	3 lb ripe tomatoes, peeled and quartered^2 to 4 tablespoons fresh lemon juice^1 tablespoon finely chopped scallion greens^2 teaspoons finely grated fresh lemon zest^1 teaspoon sugar^Pinch of dried thyme, crumbled^Pinch of dried marjoram, crumbled^1 teaspoon salt^1/4 teaspoon black pepper^1 cup sour cream^Garnish: fresh parsley leaves	Pure tomatoes in batches in a blender until smooth, then force pure through a sieve into a large bowl, discarding seeds. Stir in lemon juice to taste, scallion, zest, sugar, thyme, marjoram, salt, and pepper.@newline@Chill soup until cold, about 1 hour.@newline@Ladle soup into bowls and top with dollops of sour cream.@newline@	Soup/Stew^Tomato^No-Cook^Vegetarian^Summer^Chill^Sour Cream^Gourmet
Japanese Cold Noodles	Somenp@newline@pActive time: 20 min Start to finish: 1 hrp@newline@pIn a six-part series in 1975, correspondent Elizabeth Andoh taught us about the reverent seasonality of Japanese cuisine. It was with this summer recipe that many of us learned that noodles as well as rice are eaten in Japan. The concept of icy-cold noodles took only one taste to grasp: Andoh's recipe for somen is one of the lightest and most refreshing pasta preparations we've ever had.	2 cups unseasoned dashi (Japanese soup stock)^5 tablespoons usukuchi shoyu (Japanese light soy sauce)^3 tablespoons sugar^2 tablespoons mirin (Japanese sweet rice wine)^1 1/2 shoyu (Japanese soy sauce)^3 bundles somen (thin white wheat noodles), paper wrapping discarded^Accompaniments: finely grated peeled fresh ginger; minced scallion; shredded fresh shiso leaves; sesame seeds	Make dipping sauce: Heat all dipping sauce ingredients in a small saucepan over low heat, stirring, until sugar is dissolved. Cool sauce, then chill, covered, until cold, about 1 hour.@newline@	Asian^Japanese^Summer^Noodle^Soy Sauce^Gourmet
Toasted Barley and Asparagus "risotto"	Risotto, by definition, is made with rice. But other grainslike the barley in this main-course recipecan be prepared in the same style with equally terrific results. Toasting the barley enhances its nutty flavor and keeps it from getting soft and mushy.	12 ounces asparagus, trimmed, cut into 3/4-inch pieces^2 cups pearl barley^3 tablespoons butter^1 cup finely chopped onion^3 large garlic cloves, finely chopped^8 1/2 cups (about) canned vegetable broth^2 cups drained canned diced tomatoes in juice^1/2 cup freshly grated Parmesan cheese^1/2 cup chopped arugula or 3 tablespoons chopped fresh parsley^2 teaspoons grated lemon peel	Cook asparagus in pot of boiling salted water until crisp-tender, about 3 minutes. Drain. Transfer to bowl of ice water and cool. Drain. (Can be made 1 day ahead. Cover and refrigerate.)@newline@Stir barley in heavy large saucepan over medium heat until lightly toasted, about 5 minutes. Transfer barley to bowl. Melt butter in same saucepan over medium heat. Add onion and garlic; saut until tender, about 5 minutes. Add barley and stir to coat. Add 2 cups broth; reduce heat to medium-low and simmer until liquid is absorbed, stirring frequently, about 7 minutes. Mix in 2 1/2 cups broth and simmer until absorbed, stirring frequently. Add 3 cups broth and simmer until barley is tender and creamy but still slightly firm to bite, stirring frequently and adding more broth if mixture is dry, about 45 minutes. Add tomatoes and asparagus; stir until heated through, about 3 minutes. Mix in cheese, arugula and lemon peel. Season with salt and pepper.@newline@	Tomato^Vegetable^Side^Vegetarian^Parmesan^Barley^Asparagus^Arugula^Spring^Healthy^Simmer^Bon Apptit^Pescatarian^Peanut Free^Tree Nut Free^Soy Free^No Sugar Added^Kosher
Peanut Butter Cupcakes		1 1/4 cups all-purpose flour^1 1/2 teaspoons baking powder^Rounded 1/4 teaspoon salt^1/2 cup smooth peanut butter^1/2 stick (1/4 cup) unsalted butter, softened^1/2 cup packed light brown sugar^1 large egg^1/2 teaspoon vanilla^2/3 cup whole milk^1/3 cup heavy cream^4 ounces milk chocolate, finely chopped^1/3 cup chopped peanuts^Special equipment: a muffin tin with 12 (1/2-cup) muffin cups and paper liners	Make cupcakes: Preheat oven to 350F.@newline@Whisk together flour, baking powder, and salt in a bowl.@newline@Beat together peanut butter, butter, and brown sugar in a large bowl with an electric mixer at medium speed until blended, about 2 minutes. Add egg and vanilla and beat until fluffy, about 1 minute. Reduce speed to low and add flour mixture and milk alternately in batches, beginning and ending with flour mixture, then mix until just combined.@newline@Divide batter among lined muffin cups (about two-thirds full) and bake in middle of oven until pale golden and a tester inserted in center of a cupcake comes out clean, 18 to 20 minutes. Turn cupcakes out onto a rack and cool completely.@newline@	American^Cake^Milk/Cream^Mixer^Chocolate^Dessert^Bake^Kid-Friendly^Peanut^Birthday^Party^Gourmet
